,author,rating,title,content,date,verified,image_url,Actual_Label,sentiment,Adjacent_Words,Positive_Count,Negative_Count
74,Hunter Armitage,5.0,10/10 Amazing For Started Photographers,"
If you're starting out, this is a phenomenal starter camera. It isn't the most high-quality big photographic camera ever, but it is very good quality for the money. I used it for sports photography so accompanied with a good autofocus lens, this camera can be great for sports photography. It captures the movement and details perfectly. I attached some samples.
","Reviewed in the United States on August 14, 2023",Verified Purchase,https://m.media-amazon.com/images/I/716PjchR5lL._SY88.jpg,1,0.55125,"phenomenal, big, quality, autofocus, lens, sports, good, good",3,0
221,Magdalena,1.0,Really Bad Camera,"
I had to return this camera. It is way to complicated. Some reviews said it was a beginners camera and it is not. I have been using cameras for 60 years. Started with a Pentax manual that took film. Was so glad when digital camera came as I had put so much money into film and develement. I had a Cannon Powershot for 10 years that I loved. But it died. I decided to upgrade to the Rebel as I had used a friends and liked it. The one I bought did not even seem like the same camera. Way to much complicated instructions to do the most simple things. Charged battery, put in a new memory card. Took 25 photos and camera told me card was full. Normally I can get 300 to 400 photos on a card depending on how much vidio I take which usually isn't that much. I prefer taking stills.  I have never had a problem with a memory card but you never know. I put in another card that was new and a different brand. Same thing. 25 photos and camera said it was full. This was not good. I put those photos on computer and was disappointed with the quality. I could have done just as well with my cell phone.The zoom on the camera seemed to have a problem, too. It would take 10 to 15 seconds or more to auto focas on what I wanted to take a picture of. With still life or flowers or sceanery I would get the sakes by the time it would focas. I could find no way to turn off the auto focas. Even putting it on manual and sports did not do any good. That ment if I was trying to get a shot of something moving it was long gone by the time the auto focas did it's thing. Tried to call Cannon Support. No answer. Emailed them. No answer. I gave up on this camera and sent it back. Sure not worth what I payed for it.
","Reviewed in the United States on August 14, 2021",Verified Purchase,,0,0.11331168831168834,"digital, same, memory, card, new, full",0,0
157,Patrick S Mosher,4.0,"Great camera, less than stellar lenses","
Great starter DSLR.  Do yourself a favor and just buy the body.  The two kit lenses are cheap and of poor quality.  Spend the extra money on a Sigma or Rokinon lens.
","Reviewed in the United States on August 12, 2020",Verified Purchase,,1,0.20000000000000004,poor,0,1
231,Placeholder,1.0,"Camera was fine, return process was RIDICULOUS.","
Received the camera, and it was fine, but not what I was looking for at this time. Trying to return it has been nothing but a nightmare. Amazon customer service is pointless.
","Reviewed in the United States on August 11, 2023",Verified Purchase,,0,0.08333333333333334,,0,0
250,Amazon Customer,1.0,Lens fell apart,"
This is my second Canon camera, great camera but the lens fell apart after the second use. Didn't drop it or anything. Took it out of the camera bag and it just fell to bits. Of course the return window is now closed. This is the second photography item I have had an issue with from Amazon. The other was a LED light wand to be used for light painting that was never received.
","Reviewed in the United States on August 11, 2021",Verified Purchase,,0,0.171875,"second, great, great, second, camera, camera, second, second",2,0
78,Simon Says,5.0,Nice buy,"
I still can't figure out how to use it properly. I am sure it's very easy but am not sure why I am having a hard time. Overall, it's the cheapest I found on the market for what I was looking for and it did the job as expected. I needed to shoot very detailed images of small products and worked well.
","Reviewed in the United States on August 1, 2023",Verified Purchase,,1,0.08645833333333335,hard,0,1
245,Kirei,1.0,Had to return twice,"
Had to return this item TWICE now, because of defects and camera not working properly. I would advise to buy elsewhere.
","Reviewed in the United States on August 1, 2023",Verified Purchase,,0,0.0,,0,0
1,candykansas,5.0,Great camera for beginners,"
I had an older version of this camera so I was very knowledgeable about it and it's features. My old one finally quit, so this is my replacement. I love it already. Affordable and easy to use.  Plus my extra lenses work on it.
","Reviewed in the United States on April 8, 2024",Verified Purchase,,1,0.19999999999999998,,0,0
155,Amazon Customer,4.0,mostly great just bad battery,"
The Camera and lens are great, the only thing bad so far is that the battery that came with it dies out without evening using it, or have it on.
","Reviewed in the United States on April 7, 2021",Verified Purchase,,1,0.05000000000000005,"lens, great",1,0
8,Bruce Bennett,5.0,Product was as stated.,"
Good deal for the whole package. Lacked a memory card but came with one rechargeable battery and a wall charger. Overall I give it a 5 stars.
","Reviewed in the United States on April 3, 2024",Verified Purchase,,1,0.3,rechargeable,0,0
9,Suzie,5.0,Amazing,"
I was debating getting this for awhile but once I did I’m so happy that I did! It’s so worth it and it takes amazing shots!!
","Reviewed in the United States on April 3, 2024",Verified Purchase,,1,0.7458333333333335,,0,0
51,Trisha Youngman,5.0,Bit of a learning curve,"
I love photography, videography, and video editing so I was looking for a camera that had good video quality in addition to pictures. This camera takes a little bit of time to get used to and learn, but it was worth the investment once I played with it and experimented with the different features and functions. It also makes a great webcam as I use it for video chatting with my family and friends over Discord. My recommendation to anyone looking to use this as a webcam is purchase a dummy battery as the battery only lasts 2 hours.It does require the use of a lens and, if you want to transfer pictures directly to your PC without removing the memory card, you'll need the EOS Utility program that you can download from the Canon website. There is a WiFi feature that lets you upload your pictures to your phone or directly to the internet as well.
","Reviewed in the United States on April 29, 2023",Verified Purchase,,1,0.2569444444444444,"video, quality, webcam, good, dummy",1,0
123,KMsarah,4.0,Wonderful camera,"
This camera has everything. Wonderful camera but it was too heavy so I had to return it.  (Old lady) I checked the weight on the info but the  lens was separate and heavy.
","Reviewed in the United States on April 28, 2023",Verified Purchase,,1,0.175,"wonderful, separate",1,0
131,Laura Southard,4.0,Great camera but missing the instruction manual!,"
Hard to figure out how to use the camera when the instruction manual isn’t included.
","Reviewed in the United States on April 24, 2023",Verified Purchase,,1,-0.2916666666666667,,0,0
259,CV,1.0,"Good camera, no external mic jack","
Good camera for pictures.  No external mic jack.
","Reviewed in the United States on April 2, 2023",Verified Purchase,,0,0.35,good,1,0
124,kuchman,4.0,Canon camera,"
Great camera for the money. Could not figure out how to get the pictures to download into my phone.  Wound up getting a card reader.
","Reviewed in the United States on April 19, 2023",Verified Purchase,,1,0.8,,0,0
207,Linda,2.0,Not a good camera for beginners - Auto Focus mode for beginners is much to slow,"
The Canon EOS Rebel T7 was described as a good camera for beginners - not true.  Only in Auto Focus is it a point and shoot camera and then it takes the auto focus 15 seconds to focus and shoot - by then my subject had moved on.  This camera definitely requires an extensive education in photography or much experience with this type of camera in order to operate in its many modes and settings.  Probably a great camera for someone with the education or experience - but definitely not for beginners.  Need to change this language in item description.  Returned item satisfactorily.
","Reviewed in the United States on April 18, 2022",Verified Purchase,,0,0.18583333333333335,"good, great, camera, camera, much",2,0
154,Gerardo Bonifacio,4.0,,"
Excelente para fotografía de principiantes y para trabajar en ambientes Canon.La opción de video no ofrece 60 fps en FHD, asi que toca adaptarse 60 FPS en HD
","Reviewed in the United States on April 17, 2021",Verified Purchase,,1,0.0,,0,0
61,Thy Huynh,5.0,Useful for beginner photography students,"
I bought this camera for my Digital Photography class to replace my smaller Powershot one that didn't have the RAW option. As I’m totally new to DSLR cameras, this one was so helpful for my course and it offered lots of functions that would not be too overwhelming for beginners. This camera can shoot with a great range of depth of field (f/4.5 to f/29). I like that it meets many requirements for my course like the RAW image quality and Adobe RGB color space. It has many shooting modes for different purposes like Scene Intelligent Auto, Portrait, Night Portrait, Sports, Landscape, Close-up, Food, etc. It took me a few days to remember how things work on my camera, but I got help from other people and the manual. Easy to operate, both the strap and the lens. Using the RAW option helped me achieve high-quality images (and very large files as well). Great battery life, using the standard camera got me less worried than my previous Powershot model. The only thing is that I should have bought a zoom lens since the lens coming up with this one is great but quite limited for my shooting goals. Other than that, this model is worth the money and helpful for beginners (would be even better if you took a Photography course or have professional photographers to help you).
","Reviewed in the United States on April 16, 2022",Verified Purchase,https://m.media-amazon.com/images/I/71W7pxSQr5L._SY88.jpg,1,0.1815258815258815,"standard, range, one, dslr, great",1,0
220,diem,1.0,It’s not working!!!,"
I bought this for my international trip, I didn’t open the box until I reached to another country and used it . Turned out it didn’t work the images I took look so red and blurry, I can’t return it because the return window was closed. I’m really upset, how could you sell such things like this, I’m a prime member. I’m really disappointed and upset! I rated one star because there’s not other choice but this one should get zero star !!!
","Reviewed in the United States on April 15, 2024",Verified Purchase,,0,-0.0894287109375,,0,0
226,James A. Duell Jr.,1.0,Finding A Camera That Works !,"
I took about 20 pictures and the camera died !! The battery was fully charged and it wouldn't come on at all. Took the battery out and put it back in and it still wouldn't work. This was all done within a 3 day time period after receiving the camera. I have had a Sony and Minolta cameras forever. Just wanted to see how different the canon camera was compared to my cameras, I found out within a weeks time. I have over 150,000 pictures in my collection with both prints and digital. The rest of the cameras I liked was all over $2,000 which I cannot pay that much for a camera. thanks for all your help in returning this camera package
","Reviewed in the United States on April 14, 2023",Verified Purchase,,0,0.16666666666666666,,0,0
10,Easy Buy,5.0,Good,"
For memorial is perfect
","Reviewed in the United States on April 13, 2024",Verified Purchase,,1,1.0,,0,0
0,Jadyn,5.0,Excellent quality camera!,"
I’ve used this camera before, but I’ve never owned it. So I’m very glad to purchase it since it’s amazing. It is able to capture great photos and there’s a variety of settings. Pretty simple and great for all.
","Reviewed in the United States on April 12, 2024",Verified Purchase,,1,0.5142857142857142,photos,0,0
209,Flopsy,2.0,Canon Camera,"
I am not a moron, but it was very hard to understand the instructions in the booklet.  I found it very complicated than the other Canon One Shot I had.I did return it after being so frustrated.
","Reviewed in the United States on April 12, 2023",Verified Purchase,,0,-0.29083333333333333,other,0,0
238,Slim Chance,1.0,Vidoes are Impossible to Use on Mac and iPhone,"
I bought this to record music videos as well as take still photos.I found out that the .MOV files that Canon produces are unusable on Apple and will not transfer (""unsupported file format"").  The Canon software will not transfer the files over Wi-FI.There are many technical discussions about this on various forums.  Essentially, you can jump through a bunch of hoops and use third-party software to create an Apple-compatible MP4 file but it's not easy or convenient.  I would never have purchased this product if I knew this in advance.  This is the last time i EVER purchase a Canon product.
","Reviewed in the United States on April 1, 2021",Verified Purchase,,0,0.04722222222222222,"last, i, convenient",1,0
